"","ID","BIOCHEMICAL","CHEMICAL.ID","COMP.ID","PLATFORM","RI","MASS","CAS","KEGG","HMDB","PUBCHEM","CHEMSPIDER","PATHWAY.SORTORDER","SUPER.PATHWAY","SUB.PATHWAY"
"M.2730","M.2730","gamma-glutamylglutamine",1140,2730,"LC/MS Pos;LC/MS Pos Early",817.9,276.119,"10148-81-9","C05283","HMDB11738","150914",133013,136,"Peptide","Gamma-glutamyl Amino Acid"
"M.34456","M.34456","gamma-glutamylisoleucine*",100001485,34456,"LC/MS Pos;LC/MS Pos Early",2661,261.1445,NA,NA,"HMDB11170","14253342",21403145,137,"Peptide","Gamma-glutamyl Amino Acid"
"M.18369","M.18369","gamma-glutamylleucine",1268,18369,"LC/MS Pos;LC/MS Pos Early",2757.2,261.1445,"2566-39-4",NA,"HMDB11171","151023",133115,138,"Peptide","Gamma-glutamyl Amino Acid"
"M.33934","M.33934","gamma-glutamyl-epsilon-lysine",100001262,33934,"LC/MS Pos;LC/MS Pos Early",760,276.1554,"17105-15-6",NA,"HMDB03869","7015685",5378717,139,"Peptide","Gamma-glutamyl Amino Acid"
"M.44872","M.44872","gamma-glutamylmethionine",100001313,44872,"LC/MS Pos;LC/MS Pos Early",2016.5,279.1009,"17663-87-5",NA,"HMDB29155","7009567",5373147,140,"Peptide","Gamma-glutamyl Amino Acid"
"M.33422","M.33422","gamma-glutamylphenylalanine",100000491,33422,"LC/MS Pos;LC/MS Pos Early",2865,295.1289,"7432-24-8",NA,"HMDB00594","111299",99868,141,"Peptide","Gamma-glutamyl Amino Acid"
"M.2734","M.2734","gamma-glutamyltyrosine",1102,2734,"LC/MS Pos;LC/MS Neg",2080.4,311.1238,"7432-23-7",NA,"HMDB11741","94340",85142,142,"Peptide","Gamma-glutamyl Amino Acid"
"M.43829","M.43829","gamma-glutamylvaline",100001126,43829,"LC/MS Pos;LC/MS Pos Early",2045,247.1289,"2746-34-1",NA,"HMDB11172","7015683",NA,143,"Peptide","Gamma-glutamyl Amino Acid"
"M.37093","M.37093","alanylleucine",100001890,37093,"LC/MS Pos;LC/MS Pos Early",2165,203.139,"1638-60-4",NA,"HMDB28691","259583",227831,144,"Peptide","Dipeptide"
"M.40068","M.40068","aspartylleucine",100003158,40068,"LC/MS Pos",2316,247.1289,"3062-14-4",NA,"HMDB28757","332962",295006,145,"Peptide","Dipeptide"
"M.37104","M.37104","cyclo(leu-pro)",100001925,37104,"LC/MS Pos",3435,211.1441,"2873-36-1",NA,NA,"7074739",5428292,146,"Peptide","Dipeptide"
"M.44875","M.44875","cyclo(phe-pro)",100001927,44875,"LC/MS Pos",3644,245.1285,"3705-26-8","C11847",NA,"9837725;443440",3916578013445,147,"Peptide","Dipeptide"
"M.46414","M.46414","cyclo(pro-pro)",NA,46414,"LC/MS Pos",2370,195.1127,NA,NA,NA,NA,NA,148,"Peptide","Dipeptide"
"M.47491","M.47491","cyclo(pro-val)",NA,47491,"LC/MS Pos",2784,197.1285,NA,NA,NA,NA,NA,149,"Peptide","Dipeptide"
"M.42994","M.42994","glutaminylleucine",100003160,42994,"LC/MS Pos",2195,260.1605,NA,NA,NA,NA,NA,150,"Peptide","Dipeptide"
"M.34398","M.34398","glycylleucine",100001258,34398,"LC/MS Pos",2190.9,189.1234,"869-19-2","C02155","HMDB00759","92843",83812,151,"Peptide","Dipeptide"
"M.33954","M.33954","glycylphenylalanine",100001268,33954,"LC/MS Pos",2388.3,223.1077,"519077",NA,"HMDB28848","92953",83909,152,"Peptide","Dipeptide"
"M.36760","M.36760","isoleucylleucine",100001708,36760,"LC/MS Pos",2841,245.186,"26462-22-6",NA,NA,"11644431",9819170,153,"Peptide","Dipeptide"
"M.40049","M.40049","isoleucylvaline",100003178,40049,"LC/MS Pos",2236,231.1703,"41017-96-3",NA,"HMDB28920","435949",385545,154,"Peptide","Dipeptide"
"M.36756","M.36756","leucylleucine",100001710,36756,"LC/MS Pos",2850,245.186,"3303-31-9","C11332","HMDB28933","76807",69263,155,"Peptide","Dipeptide"
"M.41487","M.41487","phenylalanylarginine",100003597,41487,"LC/MS Pos",1585,161.5973,"1238-09-1",NA,NA,"10268029",8443508,156,"Peptide","Dipeptide"
"M.40192","M.40192","phenylalanylleucine",100003200,40192,"LC/MS Neg;LC/MS Pos",4179,277.1558,"3303-55-7",NA,NA,"4078229",3293068,157,"Peptide","Dipeptide"
"M.38150","M.38150","phenylalanylphenylalanine",100002293,38150,"LC/MS Neg;LC/MS Pos",4292,311.1401,"2577-40-4",NA,NA,"6993090",5361193,158,"Peptide","Dipeptide"
"M.41377","M.41377","phenylalanyltryptophan",100003594,41377,"LC/MS Pos",3425,352.1656,"24587-41-5",NA,"HMDB29006","134906",10443429,159,"Peptide","Dipeptide"
"M.39994","M.39994","valylleucine",100003210,39994,"LC/MS Pos;LC/MS Pos Early",2562,231.1703,"22906-55-4",NA,"HMDB29131","352039",312586,160,"Peptide","Dipeptide"
"M.33962","M.33962","bradykinin, hydroxy-pro(3)",100001237,33962,"LC/MS Pos",2860,538.7854,"37642-65-2",NA,"HMDB11728","169947",148618,161,"Peptide","Polypeptide"
"M.34420","M.34420","bradykinin, des-arg(9)",100001292,34420,"LC/MS Pos;LC/MS Neg",3444.1,452.7374,"15958-92-6","C00306","HMDB04246","105044",94778,162,"Peptide","Polypeptide"
"M.32836","M.32836","HWESASXX*",100001327,32836,"LC/MS Pos",3572.3,471.7376,NA,NA,NA,NA,21403115,163,"Peptide","Polypeptide"
"M.44657","M.44657","HWESASLLR",100001281,44657,"LC/MS Pos",3020.1,549.7882,NA,NA,NA,NA,21403099,164,"Peptide","Polypeptide"
"M.33084","M.33084","Fibrinopeptide A*",100001322,33084,"LC/MS Pos",3312.4,768.8499,"25422-31-5",NA,NA,"16133137",14654187,165,"Peptide","Fibrinogen Cleavage Peptide"
"M.31548","M.31548","Fibrinopeptide A, des-ala(1)*",100001323,31548,"LC/MS Pos;LC/MS Neg",3397.9,733.3313,NA,NA,NA,NA,21403111,166,"Peptide","Fibrinogen Cleavage Peptide"
"M.41672","M.41672","phenylacetylcarnitine",NA,41672,"LC/MS Pos",2658,280.1528,NA,NA,NA,NA,NA,167,"Peptide","Acetylated Peptides"
"M.35126","M.35126","phenylacetylglutamine",100001417,35126,"LC/MS Pos;LC/MS Neg",2875,265.1183,"28047-15-6","C04148","HMDB06344","92258",270643,168,"Peptide","Acetylated Peptides"
"M.33945","M.33945","phenylacetylglycine",100001275,33945,"LC/MS Pos",3090,194.0812,"500-98-1","C05598","HMDB00821","68144",61452,169,"Peptide","Acetylated Peptides"
"M.22194","M.22194","pyroglutamylglutamine",100000966,22194,"LC/MS Neg",855,256.0939,"109481-23-4",NA,"HMDB39229","14889607",21403081,170,"Peptide","Modified Peptides"
"M.47496","M.47496","pyroglutamylleucine*",NA,47496,"LC/MS Pos",3239,243.1339,NA,NA,NA,NA,NA,171,"Peptide","Modified Peptides"
"M.20675","M.20675","1,5-anhydroglucitol (1,5-AG)",100000580,20675,"LC/MS Neg;GC/MS",802,163.0612,"154-58-5","C07326","HMDB02712","64960",NA,172,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
"M.20488","M.20488","glucose",572,20488,"GC/MS;LC/MS Polar",1866.8,217.1,"50-99-7","C00031","HMDB00122","79025",71358,173,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
"M.42582","M.42582","pyruvate",823,42582,"LC/MS Neg",732.4,87.0088,"127-17-3","C00022","HMDB00243","1060",96901,174,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
"M.527","M.527","lactate",482,527,"GC/MS;LC/MS Neg",1102.8,116.9,"79-33-4","C00186","HMDB00190","612",592,175,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
"M.1572","M.1572","glycerate",1052,1572,"GC/MS;LC/MS Polar",1360.7,189,"600-19-1","C00258","HMDB00139","752",732,176,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"
"M.35855","M.35855","ribulose",100000147,35855,"GC/MS",1662,306.1,"488-84-6","C00309","HMDB00621","151261",71354,177,"Carbohydrate","Pentose Metabolism"
"M.12083","M.12083","ribose",914,12083,"GC/MS",1652,204,"50-69-1","C00121","HMDB00283","5779",4470639,178,"Carbohydrate","Pentose Metabolism"
"M.35638","M.35638","xylonate",100001627,35638,"GC/MS",1722,292,"73686-31-7","C05411","HMDB60256","6602431",5034782,179,"Carbohydrate","Pentose Metabolism"
"M.15835","M.15835","xylose",826,15835,"GC/MS",1723.9,204,"609-06-3","C00181","HMDB00098","135191",85957,180,"Carbohydrate","Pentose Metabolism"
"M.4966","M.4966","xylitol",543,4966,"GC/MS",1677.6,307.2,"87-99-0","C00379","HMDB02917","6912",6646,181,"Carbohydrate","Pentose Metabolism"
"M.575","M.575","arabinose",828,575,"GC/MS;LC/MS Polar",1631.6,217,"28697-53-2","C00216","HMDB00646","66308",59687,182,"Carbohydrate","Pentose Metabolism"
"M.35854","M.35854","threitol",100001419,35854,"GC/MS",1513,217.1,"2418-52-2","C16884","HMDB04136","169019",147828,183,"Carbohydrate","Pentose Metabolism"
"M.1519","M.1519","sucrose",935,1519,"LC/MS Neg",865,341.1089,"57-50-1","C00089","HMDB00258","5988",5768,184,"Carbohydrate","Disaccharides and Oligosaccharides"
"M.577","M.577","fructose",878,577,"GC/MS;LC/MS Polar",1758,217,"57-48-7","C00095","HMDB00660","5984",5764,185,"Carbohydrate","Fructose, Mannose and Galactose Metabolism"
"M.15053","M.15053","sorbitol",506,15053,"GC/MS",1843,319.1,"6706-59-8","C00794","HMDB00247","5780",96680,186,"Carbohydrate","Fructose, Mannose and Galactose Metabolism"
"M.584","M.584","mannose",803,584,"GC/MS;LC/MS Polar",1753.5,204,"3458-28-4","C00159","HMDB00169","18950",141983,187,"Carbohydrate","Fructose, Mannose and Galactose Metabolism"
"M.15335","M.15335","mannitol",100000277,15335,"GC/MS",1839,319.1,"69-65-8","C00392","HMDB00765","6251",6015,188,"Carbohydrate","Fructose, Mannose and Galactose Metabolism"
"M.33477","M.33477","erythronate*",100001320,33477,"GC/MS",1546.9,292.1,"88759-55-1",NA,"HMDB00613","2781043",2061231,189,"Carbohydrate","Aminosugar Metabolism"
"M.1564","M.1564","citrate",1124,1564,"GC/MS;LC/MS Neg",1763.4,273.1,"77-92-9","C00158","HMDB00094","311",305,190,"Energy","TCA Cycle"
"M.33453","M.33453","alpha-ketoglutarate",93,33453,"GC/MS",1779,419.1,"305-72-6;328-50-7;22202-68-2","C00026","HMDB00208","51",50,191,"Energy","TCA Cycle"
"M.37058","M.37058","succinylcarnitine (C4-DC)",100001948,37058,"LC/MS Pos",1419,262.1285,"256928-74-2",NA,"HMDB61717","71464481",28639166,192,"Energy","TCA Cycle"
"M.1437","M.1437","succinate",252,1437,"LC/MS Neg;LC/MS Polar",603,117.0193,"110-15-6","C00042","HMDB00254","1110",1078,193,"Energy","TCA Cycle"
"M.1643","M.1643","fumarate",330,1643,"GC/MS;LC/MS Polar",1382.1,245,"100-17-8","C00122","HMDB00134","444972",10197150,194,"Energy","TCA Cycle"
"M.1303","M.1303","malate",409,1303,"GC/MS;LC/MS Polar",1502,233,"6915-15-7","C00149","HMDB00156","525",510,195,"Energy","TCA Cycle"
"M.11438","M.11438","phosphate",461,11438,"GC/MS",1307.7,298.9,"7664-38-2","C00009","HMDB01429","1061",1032,196,"Energy","Oxidative Phosphorylation"
"M.32489","M.32489","caproate (6:0)",926,32489,"LC/MS Neg",2713.7,115.0765,"142-62-1","C01585","HMDB00535","8892",8552,197,"Lipid","Medium Chain Fatty Acid"
"M.1644","M.1644","heptanoate (7:0)",925,1644,"LC/MS Neg",3670,129.0921,"111-14-8","C17714","HMDB00666","8094",7803,198,"Lipid","Medium Chain Fatty Acid"
"M.32492","M.32492","caprylate (8:0)",932,32492,"LC/MS Neg",4362,143.1078,"124-07-2","C06423","HMDB00482","379",370,199,"Lipid","Medium Chain Fatty Acid"
"M.1642","M.1642","caprate (10:0)",888,1642,"LC/MS Neg",5090.7,171.1391,"112-37-8","C01571","HMDB00511","2969",2863,200,"Lipid","Medium Chain Fatty Acid"
"M.32497","M.32497","10-undecenoate (11:1n1)",100001197,32497,"LC/MS Neg",5085.8,183.1391,"1333-28-4","C13910","HMDB33724","14891",10771160,201,"Lipid","Medium Chain Fatty Acid"
"M.1645","M.1645","laurate (12:0)",181,1645,"LC/MS Neg",5300,199.1704,"143-07-7","C02679","HMDB00638","3893",3756,202,"Lipid","Medium Chain Fatty Acid"
"M.33968","M.33968","5-dodecenoate (12:1n7)",100001232,33968,"LC/MS Neg",5224,197.1547,"2430-94-6",NA,"HMDB00529","5312378",4471803,203,"Lipid","Medium Chain Fatty Acid"
"M.1365","M.1365","myristate (14:0)",519,1365,"LC/MS Neg",5440,227.2017,"544-63-8","C06424","HMDB00806","11005",10539,204,"Lipid","Long Chain Fatty Acid"
"M.32418","M.32418","myristoleate (14:1n5)",100001198,32418,"LC/MS Neg",5346.9,225.186,"544-64-9","C08322","HMDB02000","5281119",4444564,205,"Lipid","Long Chain Fatty Acid"
"M.1361","M.1361","pentadecanoate (15:0)",980,1361,"LC/MS Neg;GC/MS",5521,241.2173,"1002-84-2;10002-84-2","C16537","HMDB00826","13849",13249,206,"Lipid","Long Chain Fatty Acid"
"M.1336","M.1336","palmitate (16:0)",424,1336,"LC/MS Neg",5618,255.233,"57-10-3","C00249","HMDB00220","985",960,207,"Lipid","Long Chain Fatty Acid"
"M.33447","M.33447","palmitoleate (16:1n7)",452,33447,"LC/MS Neg",5475,253.2173,"373-49-9","C08362","HMDB03229","445638",393216,208,"Lipid","Long Chain Fatty Acid"
"M.1121","M.1121","margarate (17:0)",891,1121,"LC/MS Neg",5731,269.2486,"506-12-7",NA,"HMDB02259","10465",10033,209,"Lipid","Long Chain Fatty Acid"
"M.33971","M.33971","10-heptadecenoate (17:1n7)",100001278,33971,"LC/MS Neg",5555,267.233,"29743-97-3",NA,"HMDB60038","5312435",4471860,210,"Lipid","Long Chain Fatty Acid"
"M.1358","M.1358","stearate (18:0)",439,1358,"LC/MS Neg",5872,283.2643,"57-11-4","C01530","HMDB00827","5281",5091,211,"Lipid","Long Chain Fatty Acid"
"M.1359","M.1359","oleate (18:1n9)",442,1359,"GC/MS",1984.4,339.2,"112-80-1","C00712","HMDB00207","445639",393217,212,"Lipid","Long Chain Fatty Acid"
"M.33970","M.33970","cis-vaccenate (18:1n7)",100001228,33970,"GC/MS",1987,339.3,"506-17-2","C08367","HMDB03231","5282761",4445888,213,"Lipid","Long Chain Fatty Acid"
"M.1356","M.1356","nonadecanoate (19:0)",892,1356,"LC/MS Neg",6068,297.2799,"646-30-0","C16535","HMDB00772","12591",12071,214,"Lipid","Long Chain Fatty Acid"
"M.33972","M.33972","10-nonadecenoate (19:1n9)",100001277,33972,"LC/MS Neg",5780,295.2643,"73033-09-7",NA,"HMDB13622","5312513",4471938,215,"Lipid","Long Chain Fatty Acid"
"M.1118","M.1118","arachidate (20:0)",893,1118,"LC/MS Neg",6240,311.2956,"506-30-9","C06425","HMDB02212","10467",10035,216,"Lipid","Long Chain Fatty Acid"
"M.33587","M.33587","eicosenoate (20:1)",100001335,33587,"LC/MS Neg",5950,309.2799,NA,"C16526","HMDB02231","5282768",4445895,217,"Lipid","Long Chain Fatty Acid"
"M.46619","M.46619","hexadecadienoate (16:2n6)",NA,46619,"LC/MS Neg",5408,251.2017,NA,NA,NA,NA,NA,218,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.33969","M.33969","stearidonate (18:4n3)",100001229,33969,"LC/MS Neg",5395,275.2017,"111174-40-4","C16300","HMDB06547","5312508",4471933,219,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.18467","M.18467","eicosapentaenoate (EPA; 20:5n3)",2050,18467,"LC/MS Neg",5450,301.2173,"10-2005-9;10417-94-4","C06428","HMDB01999","446284",393682,220,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.32504","M.32504","docosapentaenoate (n3 DPA; 22:5n3)",100001181,32504,"LC/MS Neg",5571,329.2486,"2234-74-4","C16513","HMDB06528","6441454",NA,221,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.44675","M.44675","docosahexaenoate (DHA; 22:6n3)",100000665,44675,"LC/MS Neg",5525,327.233,"6217-54-5","C06429","HMDB02183","445580",393183,222,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.32417","M.32417","docosatrienoate (22:3n3)",100001195,32417,"LC/MS Neg",5823,333.2799,"59708-86-0","C16534","HMDB02823","5312556",4471981,223,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.1105","M.1105","linoleate (18:2n6)",180,1105,"LC/MS Neg",5535,279.233,"60-33-3","C01595","HMDB00673","5280450",4444105,224,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.34035","M.34035","linolenate [alpha or gamma; (18:3n3 or 6)]",100001337,34035,"LC/MS Neg",5450,277.2173,NA,"C06426","HMDB03073","5280934",4444437,225,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.35718","M.35718","dihomo-linolenate (20:3n3 or n6)",100001739,35718,"LC/MS Neg",5596,305.2486,"17046-59-2","C03242","HMDB02925","5280581",4471954,226,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.1110","M.1110","arachidonate (20:4n6)",229,1110,"LC/MS Neg",5535,303.233,"506-32-1","C00219","HMDB01043","444899",392692,227,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.32980","M.32980","adrenate (22:4n6)",100001193,32980,"LC/MS Neg;LC/MS Pos",5678,331.2643,"2091-25-0","C16527","HMDB02226","5497181",4445971,228,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.37478","M.37478","docosapentaenoate (n6 DPA; 22:5n6)",100001580,37478,"LC/MS Neg",5624.5,329.2486,"25182-74-5","C16513","HMDB01976","6441454",4945614,229,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.32415","M.32415","docosadienoate (22:2n6)",100001182,32415,"LC/MS Neg",6034,335.2956,"7370-49-2","C16533","HMDB61714","5282807",4445934,230,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.17805","M.17805","dihomo-linoleate (20:2n6)",1231,17805,"LC/MS Neg",5730,307.2643,"2091-39-6","C16525","HMDB05060","6439848",4944228,231,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.35174","M.35174","mead acid (20:3n9)",100001472,35174,"LC/MS Neg",5650,305.2486,"20590-32-3",NA,"HMDB10378","5312531",4471956,232,"Lipid","Polyunsaturated Fatty Acid (n3 and n6)"
"M.38293","M.38293","13-methylmyristate (i15:0)",100002344,38293,"LC/MS Neg",5499,241.2173,"2485-71-4",NA,NA,"151014",133106,233,"Lipid","Fatty Acid, Branched"
"M.38768","M.38768","15-methylpalmitate (i17:0)",100002945,38768,"LC/MS Neg",5695,269.2487,NA,NA,NA,"17903417",NA,234,"Lipid","Fatty Acid, Branched"
"M.38296","M.38296","17-methylstearate (i19:0)",100002356,38296,"LC/MS Neg",5993,297.2799,"2724-59-6",NA,"HMDB37397","3083779",2340933,235,"Lipid","Fatty Acid, Branched"
"M.37253","M.37253","2-hydroxyglutarate",100002070,37253,"GC/MS",1576,247,"40951-21-1","C02630","HMDB00606","43",42,236,"Lipid","Fatty Acid, Dicarboxylate"
"M.18362","M.18362","azelate (C9-DC)",2029,18362,"LC/MS Neg",1276,187.0976,"123-99-9","C08261","HMDB00784","2266",2179,237,"Lipid","Fatty Acid, Dicarboxylate"
"M.42395","M.42395","undecanedioate (C11-DC)",100001617,42395,"LC/MS Neg",2440,215.1289,"1852-04-6",NA,"HMDB00888","15816",15037,238,"Lipid","Fatty Acid, Dicarboxylate"
"M.46388","M.46388","dodecadienoate (12:2)*",NA,46388,"LC/MS Neg",5153,195.1392,NA,NA,NA,NA,NA,239,"Lipid","Fatty Acid, Dicarboxylate"
"M.32388","M.32388","dodecanedioate (C12-DC)",100001102,32388,"LC/MS Neg",2990,229.1445,"693-23-2","C02678","HMDB00623","12736",12213,240,"Lipid","Fatty Acid, Dicarboxylate"
"M.35669","M.35669","tetradecanedioate (C14-DC)",100001613,35669,"LC/MS Neg",4000,257.1758,"821-38-5",NA,"HMDB00872","13185",12630,241,"Lipid","Fatty Acid, Dicarboxylate"
"M.35678","M.35678","hexadecanedioate (C16-DC)",100001614,35678,"LC/MS Neg",4615,285.2071,"505-54-4","C19615","HMDB00672","10459",10027,242,"Lipid","Fatty Acid, Dicarboxylate"
"M.46648","M.46648","dodecenedioate (C12:1-DC)",NA,46648,"LC/MS Neg",2709,227.129,NA,NA,NA,NA,NA,243,"Lipid","Fatty Acid, Dicarboxylate"
"M.46367","M.46367","hexadecenedioate (C16:1-DC)*",NA,46367,"LC/MS Neg",4396.5,283.1919,NA,NA,NA,NA,NA,244,"Lipid","Fatty Acid, Dicarboxylate"
"M.36754","M.36754","octadecanedioate (C18-DC)",100001615,36754,"LC/MS Neg",5043,313.2384,"871-70-5",NA,"HMDB00782","70095",63283,245,"Lipid","Fatty Acid, Dicarboxylate"
"M.46604","M.46604","octadecenedioate (C18:1-DC)",NA,46604,"LC/MS Neg",4873,311.2231,NA,NA,NA,NA,NA,246,"Lipid","Fatty Acid, Dicarboxylate"
"M.46671","M.46671","octadecadienedioate (C18:2-DC)",NA,46671,"LC/MS Neg",4704,309.2074,NA,NA,NA,NA,NA,247,"Lipid","Fatty Acid, Dicarboxylate"
"M.31787","M.31787","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",100001178,31787,"LC/MS Neg",2800,239.0925,"86879-39-2",NA,"HMDB61112","123979",110498,248,"Lipid","Fatty Acid, Dicarboxylate"
"M.32786","M.32786","hydroxy-CMPF*",NA,32786,"LC/MS Pos;LC/MS Pos Early",3862,239.091,NA,NA,NA,NA,NA,249,"Lipid","Fatty Acid, Dicarboxylate"
"M.46497","M.46497","hydroxy-CMPF*",NA,46497,"LC/MS Neg",1525.4,255.0876,NA,NA,NA,NA,NA,250,"Lipid","Fatty Acid, Dicarboxylate"
"M.46500","M.46500","3-CMPFP**",NA,46500,"LC/MS Neg",4012,267.1239,NA,NA,NA,NA,NA,251,"Lipid","Fatty Acid, Dicarboxylate"
"M.12091","M.12091","palmitate, methyl ester",939,12091,"GC/MS",1843.8,86.9,"112-39-0","C16995",NA,"8181",7889,252,"Lipid","Fatty Acid, Methyl Ester"
"M.36801","M.36801","linoleate, methyl ester",100001704,36801,"GC/MS",1931,95.13,"112-63-0",NA,NA,"5284421",4447491,253,"Lipid","Fatty Acid, Methyl Ester"
"M.43761","M.43761","2-aminoheptanoate",100004542,43761,"LC/MS Pos;LC/MS Pos Early",2530,146.1176,"1115-90-8",NA,NA,"227939",198338,254,"Lipid","Fatty Acid, Amino"
"M.43343","M.43343","2-aminooctanoate",100004227,43343,"LC/MS Pos;LC/MS Pos Late",3355,160.1332,"644-90-6",NA,"HMDB00991","69522",62727,255,"Lipid","Fatty Acid, Amino"
"M.46458","M.46458","N-acetyl-2-aminooctanoate",NA,46458,"LC/MS Neg",3943,200.1295,NA,NA,NA,NA,NA,256,"Lipid","Fatty Acid, Amino"
"M.32412","M.32412","butyrylcarnitine (C4)",100001054,32412,"LC/MS Pos;LC/MS Pos Early",1977,232.1543,"25576-40-3","C02862","HMDB02013","439829",184820,257,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)"
"M.32452","M.32452","propionylcarnitine (C3)",100001162,32452,"LC/MS Pos;LC/MS Pos Early",1590,218.1387,"17298-37-2","C03017","HMDB00824","107738",96904,258,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)"
"M.46471","M.46471","hexanoylglutamine",NA,46471,"LC/MS Neg",2813,243.1351,NA,NA,NA,NA,NA,259,"Lipid","Fatty Acid Metabolism (Acyl Glutamine)"
"M.42092","M.42092","N-palmitoylglycine",100003686,42092,"LC/MS Neg",5580,312.2544,"2441-41-0",NA,"HMDB13034","151008",133100,260,"Lipid","Fatty Acid Metabolism (Acyl Glycine)"
"M.47964","M.47964","3-hydroxybutyroylglycine**",NA,47964,"LC/MS Neg",875,160.0618,NA,NA,NA,NA,NA,261,"Lipid","Fatty Acid Metabolism (Acyl Glycine)"
"M.32198","M.32198","acetylcarnitine (C2)",100000802,32198,"LC/MS Pos;LC/MS Pos Early",1166.9,204.123,"5080-50-2","C02571","HMDB00201","1",5406074,262,"Lipid","Fatty Acid Metabolism (Acyl Carnitine)"
"M.43264","M.43264","3-hydroxybutyrylcarnitine (1)",100003926,43264,"LC/MS Pos;LC/MS Pos Early",1477,248.1493,NA,NA,"HMDB13127","53481617",NA,263,"Lipid","Fatty Acid Metabolism (Acyl Carnitine)"
"M.46751","M.46751","3-hydroxybutyrylcarnitine (2)",NA,46751,"LC/MS Pos",1418,248.1491,NA,NA,NA,NA,NA,264,"Lipid","Fatty Acid Metabolism (Acyl Carnitine)"
